time,temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),wind_speed_10m_max (km/h),cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),cloud_cover_max (%),dew_point_2m_mean (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),wind_speed_10m_mean (km/h)
2000-01-01,27,22.8,2,22.4,33,66,1012.7,53,17.6,24.5,24.7,17.8
2000-01-02,27.1,22,3,19.9,52,67,1012.5,95,17.7,24.5,25,15.8
2000-01-03,26.6,21.6,3,22.9,47,70,1011.9,100,18.1,23.9,24.4,17.9
2000-01-04,26.9,21,3,20.4,45,71,1011.9,100,18.2,23.9,24.7,16.1
2000-01-05,26.9,22.9,51,24.2,83,75,1011.6,100,20,24.7,25.8,19.5
2000-01-06,26.9,23,51,25.3,93,75,1011.7,100,20.1,24.7,25.6,20.7
2000-01-07,27.1,22.4,3,26.1,48,75,1011.9,99,19.7,24.5,25.5,19.8
2000-01-08,27,23.4,3,23.9,84,70,1012.2,100,18.9,24.8,25.5,18.3
2000-01-09,27.2,22.9,3,21.4,57,76,1011.8,98,19.9,24.5,26,16.3
2000-01-10,27.2,23.3,53,20.9,61,74,1011.2,99,19.9,24.8,26.4,15.8
2000-01-11,26.8,22.8,51,20.8,42,79,1011.8,63,20.5,24.5,26.5,14.8
2000-01-12,27.5,22.8,2,14.4,31,76,1011.7,54,20.1,24.6,26.9,11.5
2000-01-13,28,20.1,1,13.2,16,77,1011.3,45,19.7,24.1,26.6,9.3
2000-01-14,28.1,20.5,2,9.1,28,80,1010.5,56,20.1,24.1,27.3,6
2000-01-15,28.6,20,3,11.4,72,81,1010.8,99,20.4,24.2,27.4,7
2000-01-16,28.6,21.6,3,14.7,37,79,1011.7,97,20.8,24.8,27.8,9.5
2000-01-17,27.5,22,2,16.9,28,78,1013.8,60,20,24.3,26.6,12
2000-01-18,27.9,20.6,2,18.3,28,77,1014.9,59,19.5,24.1,26.1,13.1
2000-01-19,28.6,20,1,13.5,20,79,1014,48,20.2,24.3,27.1,8.5
2000-01-20,29,19.5,3,11.2,23,81,1011.8,100,19.6,23.6,26.6,6.7
2000-01-21,28.5,19.4,2,13.2,13,81,1012.5,68,19.4,23.1,25.6,9.4
2000-01-22,27.6,18.2,3,12.3,34,81,1013.2,100,18.8,22.5,24.9,7.3
2000-01-23,28.2,18.3,3,14.2,85,81,1012.9,100,18.7,22.5,24.5,9.9
2000-01-24,28,18.8,2,11.4,25,79,1013.5,66,19,23.2,25.5,8.6
2000-01-25,27.7,20.4,3,15.8,31,77,1014.7,89,19.6,24,26.2,11.1
2000-01-26,28.1,20.5,51,15,15,73,1015.1,38,18.8,24.3,26.2,11.5
2000-01-27,27.9,21.8,2,21.7,34,73,1014.3,78,19.1,24.4,25.8,15.4
2000-01-28,28.4,22.2,3,18.8,63,70,1014.1,98,18.6,24.8,25.9,14.7
2000-01-29,28.9,21,1,16,15,76,1014.5,40,19.5,24.4,26.5,12.2
2000-01-30,28.9,19.5,2,14.6,11,78,1015.1,67,19.3,23.8,26.3,9.1
2000-01-31,28.4,20.8,1,13.7,8,74,1015.2,31,18.6,24,25.9,10.3
2000-02-01,27.5,20.5,2,13.4,19,69,1013.5,66,17.2,23.6,25,10.1
2000-02-02,29.3,19.3,3,14.4,59,71,1013.2,100,18.3,24.2,26.3,8.1
2000-02-03,28.9,22.9,51,19.5,96,81,1013.8,100,21.9,25.6,28.8,12.4
2000-02-04,28.9,23.3,51,13.8,65,82,1012.7,95,22.4,25.8,29.6,10.3
2000-02-05,29.5,22.6,51,17.6,26,84,1011.3,65,22.5,25.7,29.3,11.9
2000-02-06,29.4,23.5,53,16.7,29,80,1010.5,47,22.2,26.1,29.2,14
2000-02-07,30.9,24.2,53,18,38,81,1010,100,22.8,26.6,30.1,14.6
2000-02-08,29.3,23.8,51,20.8,83,83,1009.7,100,22.6,25.9,29.2,14.7
2000-02-09,29.2,24,51,16.6,55,76,1010.7,96,21.3,26,28.7,13.1
2000-02-10,30.1,23.8,3,17.6,55,75,1011.3,100,21.1,26.2,28.8,13.7
2000-02-11,29.7,23,3,19.2,52,76,1011.1,93,21.1,25.8,28.4,14.3
2000-02-12,29.7,23,3,14,53,76,1010.8,98,21.1,25.9,28.9,10.9
2000-02-13,30.2,22.1,2,16,15,77,1010.1,59,20.6,25.4,28.2,11.5
2000-02-14,29.4,20.3,2,14.9,37,75,1011.1,75,19.6,24.7,27.2,9.6
2000-02-15,29.3,23.5,3,17.4,83,67,1012,98,19.1,26.1,27.7,13.5
2000-02-16,29.9,23,3,14.7,94,71,1011.9,100,20,26.1,28.6,11.5
2000-02-17,30.7,22.6,3,13.7,43,73,1010,97,20.3,25.9,29.1,8.3
2000-02-18,32.5,21.9,2,17.2,16,73,1009,65,20.5,26.3,29,12.1
2000-02-19,29.9,22.9,2,16,25,75,1009.1,54,21,26.1,29,11.4
2000-02-20,30,22.7,51,18.5,80,76,1008.6,100,21.5,26.3,29.3,12.1
2000-02-21,30,24.4,51,15.9,64,78,1008.9,100,22.5,26.7,30.4,11.6
2000-02-22,29.9,24,3,16,93,78,1009.8,100,22.3,26.6,30.1,11.9
2000-02-23,27.9,24,61,13.2,86,86,1010.4,100,22.7,25.3,29.2,10.4
2000-02-24,27.5,23.8,63,14.3,88,88,1011.4,100,22.9,25.1,29,10.2
2000-02-25,27.9,23.4,53,12.2,72,87,1010.3,100,22.6,24.9,29.1,7.6
2000-02-26,27.6,23.4,63,16.3,61,86,1008.8,97,22.8,25.3,29.2,10.2
2000-02-27,28,23.4,61,20.3,60,87,1009.7,97,22.8,25.1,28.8,12.4
2000-02-28,28.8,24.4,51,21.7,30,77,1011.7,49,21.7,26.3,28.8,16.9
2000-02-29,28.8,23,1,19.9,12,71,1012.2,39,19.9,25.8,28,13.7
2000-03-01,29.1,20.9,0,14.6,1,68,1011.4,12,17.9,24.7,26.5,10.7
2000-03-02,29.2,17.5,3,10.6,23,74,1011.3,98,17.6,23.1,25.5,6.5
2000-03-03,30.2,18,2,9.8,12,74,1011.2,77,18.3,23.9,26.5,7.2
2000-03-04,31.5,18.9,3,16.5,20,76,1010.8,85,19.6,24.8,27.3,11.7
2000-03-05,30.2,21.4,3,14.4,33,80,1009.9,100,20.8,25,28.4,9.4
2000-03-06,30,20.8,3,12.5,38,79,1009.8,91,20.6,24.8,28.1,8.9
2000-03-07,30.1,21.5,51,13.7,70,83,1010.2,100,22.3,25.6,29.8,8.4
2000-03-08,30.6,23.4,51,12.6,39,82,1009.5,86,23.5,27,31.5,9.8
2000-03-09,32.1,24.4,2,15,28,79,1008.7,73,23.4,27.6,32,11.1
2000-03-10,32,24.5,2,14,18,77,1009.2,63,22.7,27.5,31.5,11.3
2000-03-11,32.1,24.2,2,14.1,33,75,1009.9,78,22.2,27.5,31.2,11.4
2000-03-12,32,23.5,2,20.3,16,75,1009,50,21.9,27.2,30.2,15.3
2000-03-13,33.8,24.5,1,21.7,15,70,1008,49,21.7,28.3,30.9,17.6
2000-03-14,32.9,25.4,3,20.1,34,74,1009,93,22.8,28.2,31.6,15.7
2000-03-15,32.1,24.2,1,15,16,75,1009.6,42,22.3,27.5,31.2,12
2000-03-16,32.7,24,3,15.8,30,75,1009.1,98,22.1,27.4,31.1,11.5
2000-03-17,32.9,23.2,1,17.2,10,75,1008.3,36,21.9,27.3,30.7,13
2000-03-18,32.7,23.6,2,16.9,28,73,1008.9,76,21.8,27.6,31,12.5
2000-03-19,32.9,23.4,2,16.2,21,73,1009.3,66,21.6,27.5,30.7,12.8
2000-03-20,32.3,23.1,1,13.8,15,73,1008.7,49,21.6,27.3,30.7,10.7
2000-03-21,31.9,22.9,3,14.8,62,75,1010,93,21.6,27,30.5,10.8
2000-03-22,30.8,22.8,3,14.8,81,72,1010.8,97,20.7,26.7,30,9
2000-03-23,32.1,22.9,3,14.5,69,70,1010.6,99,21.1,27.4,30.9,9
2000-03-24,31.8,24.1,2,14.9,16,72,1010.8,60,21.5,27.4,31.1,9.9
2000-03-25,32,23,3,16.8,38,71,1010.7,81,20.8,27,30.3,9.2
2000-03-26,30.9,23.5,3,16.6,54,73,1010.9,97,21.8,27.2,30.4,11.6
2000-03-27,31.8,24.4,51,19.5,87,75,1009.9,100,22.7,27.7,31.4,12.6
2000-03-28,31.3,24.4,51,17.1,84,78,1009.9,100,23.1,27.6,31.6,12.8
2000-03-29,31.7,25,51,19.2,56,77,1009.7,100,23,27.7,31.5,13.9
2000-03-30,32.8,22.4,3,14.8,33,74,1008.7,91,21,27,30.6,9.3
2000-03-31,33.5,21.3,3,14.8,79,67,1006.6,100,19.4,27.2,30,8.8
2000-04-01,29.5,25,53,17.7,92,81,1006,100,23.6,27.1,31.2,12.5
2000-04-02,32.5,25.3,1,17.9,24,73,1007.1,44,22.9,28.5,32.4,12.5
2000-04-03,32.8,25.5,2,15.9,16,76,1007.5,55,23.9,28.8,33.4,11.3
2000-04-04,33.7,25.7,1,16.8,16,76,1007.4,32,24.1,29.1,33.8,11.7
2000-04-05,34,25.6,2,20.4,34,76,1007.3,65,24,29.1,33.6,13.6
2000-04-06,34,25.8,2,19.7,27,76,1007.4,77,24,29.1,33.6,14.4
2000-04-07,33.7,25.9,3,18.7,80,75,1009.5,100,23.9,29.1,33.4,14.8
2000-04-08,34.7,26,2,18.5,15,74,1009.6,61,23.8,29.5,33.9,13.8
2000-04-09,35.8,25.8,2,22.1,17,74,1007.7,70,23.7,29.6,33.6,16.7
2000-04-10,35.8,26,2,22.4,18,74,1006.5,71,24.1,29.9,33.8,18.3
2000-04-11,35.4,26.5,3,25.1,43,73,1006.3,100,23.8,29.9,33.4,19.6
2000-04-12,36,27,2,20.6,41,71,1006.3,72,24.1,30.4,34.3,18.8
2000-04-13,36.2,27.5,3,21.4,32,72,1005,90,24.8,30.9,35.1,19.3
2000-04-14,36.8,27.5,1,20.4,13,72,1003.6,49,25,31.3,35.9,17.2
2000-04-15,36.5,27.6,2,23,18,72,1004.8,75,24.9,31.1,35.7,17.3
2000-04-16,35,27.9,3,21.8,45,73,1006.3,88,24.7,30.5,34.8,17.4
2000-04-17,34.4,27.4,51,24.5,23,73,1006.9,69,24.5,30.2,34.2,18.5
2000-04-18,33.9,27,53,19.7,27,73,1008.2,67,23.9,29.5,33.7,14.9
2000-04-19,34,24.2,2,16,27,72,1008.9,68,22.7,28.9,33.2,9.8
2000-04-20,34.2,25.5,2,17.1,33,73,1007.8,75,23.4,29.2,33.7,11.9
2000-04-21,35.7,25.5,3,18.1,20,72,1006.7,89,23.3,29.7,33.9,13.6
2000-04-22,36.2,26.2,3,16.6,68,73,1006.6,99,24.4,30.4,35.5,12.3
2000-04-23,36.2,27,3,18,36,73,1006.1,100,24.8,30.8,35.8,14
2000-04-24,36.2,27.7,2,18.6,38,72,1005.6,79,25.3,31.4,36.6,14.1
2000-04-25,38.6,28.2,61,21.2,18,60,1003.8,44,22.8,32.3,36,15.1
2000-04-26,38.2,28.5,0,21.9,1,62,1003.5,4,23.4,32.2,36.2,15.9
2000-04-27,38.7,28,0,23,1,66,1003.5,5,24.2,32.1,36,19.2
2000-04-28,38,28,1,24.2,6,69,1003.8,38,25,31.9,36.2,19.9
2000-04-29,38.5,28.9,2,22.5,13,66,1004.9,57,24.6,32.4,36.7,18
2000-04-30,37,28.7,1,20.4,9,71,1006,28,25.6,31.8,36.7,18.5
2000-05-01,37.1,28,2,23.8,17,74,1005.8,63,25.7,31.4,36.2,19.5
2000-05-02,36.5,28.2,1,22.6,5,73,1006.1,26,25.5,31.4,36,19.3
2000-05-03,35.7,28.2,2,23.8,22,74,1007.1,51,25.5,31,35.5,19.8
2000-05-04,35.2,26.8,53,19.1,14,74,1007.1,49,24.5,30.1,35,13.6
2000-05-05,35.4,27.1,1,19.1,14,72,1006.9,29,24.6,30.5,35.3,14.5
2000-05-06,35.2,27.6,1,17.4,14,72,1007.8,37,24.7,30.7,35.6,14.6
2000-05-07,35,27.4,51,18.5,18,73,1008.1,33,24.7,30.4,35.4,13.2
2000-05-08,34.7,27.5,51,17,41,71,1007.7,97,24.1,30.4,35.2,11.2
2000-05-09,34.1,27.2,51,16.3,42,72,1007.6,68,24.6,30.4,35.4,11.5
2000-05-10,35.8,28,51,20.4,19,70,1006.6,52,24.8,31.4,36,15.5
2000-05-11,37,28,51,21.8,32,65,1005.2,59,24.1,32.1,36.5,14.9
2000-05-12,38.4,29,3,20.2,50,57,1004.8,84,22.5,32.9,36.6,14.8
2000-05-13,39.2,29.6,3,17,54,52,1004.6,92,21.5,33.6,37,12.6
2000-05-14,39.8,29,3,18,59,51,1004,100,21.1,33.7,36.8,13.2
2000-05-15,40,30,3,18.2,64,52,1004.1,100,21.5,33.9,37,14.6
2000-05-16,38.8,30.1,55,18.1,39,52,1005.2,99,21.6,33.4,36.8,12.3
2000-05-17,37.8,28,61,18.9,96,59,1005.4,100,22.2,31.7,35.2,12.7
2000-05-18,37.5,29.2,3,23.1,85,55,1004.6,100,21.4,32.3,34.8,17.5
2000-05-19,37.6,29.1,3,18.7,41,53,1004.2,94,20.9,32.3,35.2,13
2000-05-20,37.1,28.7,3,19.8,58,55,1004.5,100,21.3,32.1,35.2,13.5
2000-05-21,37.2,29.5,3,18.4,82,56,1003.8,100,21.9,32.5,35.9,13.6
2000-05-22,37.4,29.1,3,18.6,95,56,1004,100,22.2,32.6,36,13.3
2000-05-23,36.8,29.6,61,19.4,100,62,1004.3,100,23.4,31.9,36,14.1
2000-05-24,36.2,28,53,17.4,99,71,1004.6,100,24.7,31,36.1,12.1
2000-05-25,35.1,26,63,21.6,100,76,1004.8,100,24.6,29.7,34.7,11.8
2000-05-26,34.5,27,61,20.5,82,75,1004,100,24.8,30,34.7,14.7
2000-05-27,34.8,27.9,3,20.3,93,71,1004.4,100,24.5,30.7,35.2,15.5
2000-05-28,35.6,28,3,18.7,52,65,1004.9,96,23.4,31.2,35.5,13.3
2000-05-29,35.7,27.5,55,17.5,69,64,1005.8,100,23.2,31.3,35.4,12.3
2000-05-30,36.1,26.8,63,22.7,90,66,1005.6,100,23.6,31.2,35.7,11.9
2000-05-31,33.7,27.1,53,18.1,99,69,1004.6,100,23.4,29.9,33.8,13.2
2000-06-01,33.8,26.8,63,14.4,100,74,1003.1,100,23.6,29,33.3,11
2000-06-02,32.3,26.5,61,14.9,100,70,1002.4,100,23,29.3,33.2,10.9
2000-06-03,33.2,26.9,51,19.5,100,66,1001.3,100,22.3,29.5,32.9,11.9
2000-06-04,30.8,25.9,53,17.2,100,77,1000.4,100,23.3,27.8,31.7,11.9
2000-06-05,33,25.5,53,21.5,100,71,998.9,100,22.7,28.7,31.8,15.7
2000-06-06,32.2,27.8,51,28,100,63,999.7,100,21.7,29.7,31.5,19.9
2000-06-07,31.5,27.8,51,30.6,100,65,1003,100,22,29.4,30.7,24.9
2000-06-08,34.6,27,3,26.9,73,62,1005,100,22.1,30.5,32.5,21.8
2000-06-09,35.2,27.5,3,20.9,91,62,1005.4,100,22.5,30.8,33.9,16.6
2000-06-10,35.8,27.6,53,25.8,77,62,1005.1,100,22.4,30.8,33.9,16.7
2000-06-11,35.9,27.8,55,16.7,44,63,1005.2,78,22.4,30.5,34,13.5
2000-06-12,32.8,28.2,3,19,82,58,1006.2,100,21.1,30.4,32.8,14.2
2000-06-13,35,28,3,18,97,55,1006.5,100,20.5,30.8,33.1,13.2
2000-06-14,35.3,28.1,3,17.3,100,52,1006.5,100,20.2,31.5,33.8,12.8
2000-06-15,35.7,28.2,3,20.2,94,53,1005.6,100,20.7,31.6,34,14.1
2000-06-16,35.8,28.7,3,19.1,91,51,1004.5,100,20.2,32,34.3,12.7
2000-06-17,36.7,28.5,51,20.5,90,49,1003.8,100,19.9,32.3,34.5,12.7
2000-06-18,36.2,28.5,3,18.7,100,48,1002.8,100,19.6,32,33.8,14.6
2000-06-19,36.2,28.5,53,17.3,86,54,1002.2,100,20.7,31.3,33.9,12.6
2000-06-20,35.2,28,3,19.9,77,58,1002.6,99,21.3,30.7,33.2,15.6
2000-06-21,34.2,26.5,61,14.4,89,70,1003.9,100,23.3,29.9,34.2,10.4
2000-06-22,32.3,26.1,63,12.6,89,76,1005.4,100,24.1,28.9,33.8,8.6
2000-06-23,33,26.4,3,11.5,93,75,1006,100,24,29.3,34.3,8.1
2000-06-24,34.8,27,3,14.9,65,67,1004.8,99,22.8,30.3,34.5,11
2000-06-25,35.6,27.3,3,19.6,68,63,1004.4,100,22.5,30.9,34.8,11.6
2000-06-26,35.5,27.2,3,18.7,95,60,1004.3,100,21.8,31.1,34.5,12.1
2000-06-27,34.1,25.8,55,16.9,97,61,1004.4,100,21.6,30.4,33.3,12.7
2000-06-28,30.8,25.5,53,18.3,100,73,1004.7,100,22.4,27.9,31.6,10
2000-06-29,33.5,26.5,51,18.2,99,60,1002.8,100,20.5,29.3,31.7,13.3
2000-06-30,32.8,27.4,51,21.5,99,58,1002.4,100,20.2,29.3,30.8,16.3
2000-07-01,34.6,26,3,20,98,61,1003.3,100,20.8,29.7,32.2,13.5
2000-07-02,33.4,27.2,51,18.8,100,62,1003.2,100,21.2,29.5,32.2,12.6
2000-07-03,27.5,24.8,61,21.3,100,80,1002.8,100,22.3,26.1,28.9,16.1
2000-07-04,26,24.1,61,20.2,100,88,1002,100,22.9,25.1,28.2,16.5
2000-07-05,30,24.1,63,22.5,100,82,1002,100,23.1,26.5,30.1,13.8
2000-07-06,29,25.5,55,16.5,100,79,1002.3,100,23,27,30.8,11.1
2000-07-07,31.1,25.9,51,14.5,100,74,1002.3,100,22.8,27.9,31.8,10
2000-07-08,33,26.5,53,23.6,99,66,1002.7,100,21.6,28.8,31.5,14.1
2000-07-09,33.2,26.2,51,21.6,96,58,1003.2,100,20,29.2,31.1,14.9
2000-07-10,34,26.5,3,25.2,99,57,1003,100,20.3,29.8,31.9,13.4
2000-07-11,32.7,25.5,51,18.9,100,66,1002.5,100,21.3,28.5,30.7,15.8
2000-07-12,32.2,25,51,22.6,99,65,1002.7,100,21.3,28.8,30.7,18.2
2000-07-13,33.9,27.6,51,24,96,56,1003.9,100,20,29.8,31.4,16.4
2000-07-14,34.2,26.2,3,20.3,97,57,1004.9,100,20.3,30,32.2,13.4
2000-07-15,34.3,27,3,20.8,96,57,1004.6,100,20.6,30.2,32.7,13
2000-07-16,34.5,27,3,17.7,100,59,1004.1,100,20.9,30.1,32.8,12.7
2000-07-17,34.2,26.9,51,19.1,100,56,1004.4,100,20,30,31.9,13.4
2000-07-18,34.6,26.9,3,23.9,99,52,1003.8,100,19.2,30.5,31.8,15.7
2000-07-19,35.1,26.6,3,21.9,98,54,1003.5,100,19.8,30.5,32.5,13.9
2000-07-20,34.7,26.8,3,15.3,68,60,1004.6,100,20.9,29.9,32.9,11.8
2000-07-21,33.4,27.2,51,17.1,84,71,1006.2,98,23.6,29.8,34.2,11.9
2000-07-22,33.2,27,51,15.9,70,72,1007.5,100,23.5,29.5,34,11.1
2000-07-23,34.3,27,53,15.3,75,70,1006.3,100,23.5,29.8,34.3,11.5
2000-07-24,34,27.2,3,15.8,80,69,1005.8,95,23.3,30.2,34.5,11.9
2000-07-25,33.8,27.5,53,19.4,98,69,1006.4,100,23.2,29.9,33.7,14
2000-07-26,35.1,27.1,3,16.3,88,66,1006,100,22.5,30.3,34,12.5
2000-07-27,35,26.8,3,17.1,70,64,1004.4,100,22.5,30.7,34.3,12.8
2000-07-28,34.8,28,3,16.9,56,63,1003.7,100,22.4,30.7,34.5,11.6
2000-07-29,33.8,27,51,17.5,33,69,1004.9,64,23.4,30.1,34.6,10.9
2000-07-30,34,25.9,63,15.7,48,70,1006.2,99,23.4,30,34.4,11.1
2000-07-31,33,24.9,61,20,52,76,1006,98,23.6,28.5,32.7,12.9
2000-08-01,33.5,25.9,63,15.1,56,73,1005.4,95,23.3,28.9,33.3,11
2000-08-02,33.4,25.2,53,13.3,62,76,1005.8,100,23.8,28.7,33.6,9.9
2000-08-03,33.2,26.1,61,13.8,57,78,1005.9,99,24.4,28.9,33.8,11.6
2000-08-04,32.5,26.1,51,14.2,71,79,1006.1,100,24.6,28.8,33.9,11.6
2000-08-05,32.4,26.1,53,21.8,90,77,1005.7,100,24.2,28.8,33,15.1
2000-08-06,33.5,26.3,51,22.7,82,72,1004.7,100,23.7,29.4,33.3,15.9
2000-08-07,34.2,26.1,63,21.4,81,76,1004.8,98,23.8,28.8,32.8,15.1
2000-08-08,32.8,26.4,51,18.7,99,72,1005.1,100,22.7,28.5,31.8,14
2000-08-09,30.9,26.5,3,20.2,100,65,1003.1,100,21.1,28.4,30.5,16
2000-08-10,32.1,26,51,21.1,100,62,1002.5,100,20.6,28.8,30.8,14.8
2000-08-11,34,26,3,21.3,94,59,1003.5,100,20.4,29.6,31.5,15.1
2000-08-12,33.5,26.1,3,14.6,94,63,1006,100,21.3,29.5,32.7,10.6
2000-08-13,33.5,26.9,55,14.8,55,72,1008.5,100,23.8,29.5,34.4,9.6
2000-08-14,31.8,25,63,16.9,76,78,1009,99,23.7,28.1,32.7,10.6
2000-08-15,30.8,24.6,63,19.7,93,80,1008.2,100,23.5,27.4,31.2,13.8
2000-08-16,32.5,25.4,63,12.8,89,73,1007.6,100,22.9,28.4,32.5,9.4
2000-08-17,33.2,25.4,53,20.2,99,72,1005.9,100,22.7,28.6,32.2,13.4
2000-08-18,32.2,26.3,53,17.9,97,69,1005.3,100,22.2,28.6,32,13
2000-08-19,33.6,26,63,18.7,92,69,1005.6,100,21.8,28.4,31.4,13.4
2000-08-20,33.5,26.6,61,21,97,68,1005.3,100,21.6,28.4,31.3,13.4
2000-08-21,32.2,26.1,61,22.3,98,67,1003.3,100,21.3,28.1,30.5,14.7
2000-08-22,28.3,24.5,61,20,100,78,1001.4,100,21.7,26,28.4,16.4
2000-08-23,32.4,25.8,51,24.2,98,62,1000.6,100,20.6,28.6,30,19.3
2000-08-24,32.5,25.4,55,23.3,100,70,1000.3,100,22,28.1,30.4,18.5
2000-08-25,30.5,25.9,51,23.9,99,71,1001.5,100,22.2,28,30.3,19.1
2000-08-26,31.6,25.8,3,19.3,100,71,1004.3,100,22.2,28.2,30.9,16.4
2000-08-27,32.5,26.8,3,21.4,100,62,1005.1,100,21,29.1,31,16.9
2000-08-28,34,26.1,55,19.4,86,65,1005.2,99,21.4,28.9,31.5,15
2000-08-29,33.7,26.2,61,17.4,97,67,1005.4,100,21.6,28.6,31.7,11.9
2000-08-30,33.3,26.2,3,18.2,99,63,1005.9,100,21.3,29.2,32.1,12.3
2000-08-31,34,26.5,51,15.9,96,64,1006,100,21.6,29.4,32.7,10.7
2000-09-01,34.5,26.8,3,14.9,99,61,1006.1,100,21.3,29.9,33.1,10.7
2000-09-02,34.4,26.2,3,18,82,54,1005.3,100,19.6,30.1,32.2,12.3
2000-09-03,32.8,25.8,61,19.3,84,64,1005.5,100,21.2,28.8,31.6,12.1
2000-09-04,33.7,26.2,3,18,75,66,1006.9,100,21.9,29.3,32.7,12.9
2000-09-05,33.4,26.4,55,15.6,72,70,1006.8,99,22.7,29.1,33.3,10.2
2000-09-06,33.9,25.9,51,16.5,71,69,1005.9,100,22.7,29.5,33.2,13.4
2000-09-07,33.5,26.9,53,20.9,59,71,1006.8,88,23.1,29.3,33.1,14.1
2000-09-08,33.7,26.5,51,16.8,50,75,1007.9,92,23.7,28.9,33.1,13.6
2000-09-09,33.8,26.4,51,18.4,72,68,1008.4,100,22.9,29.9,34,11.2
2000-09-10,34.2,26.5,3,15.3,53,65,1007.4,100,22.3,30,34,9.9
2000-09-11,33.5,26.1,51,15,74,67,1006,100,22.2,29.6,33.3,10.4
2000-09-12,33.3,26.7,53,13.6,88,66,1006,100,22.3,29.7,33.7,9.6
2000-09-13,34.2,26.2,3,14.3,91,64,1006.3,100,21.9,29.8,33.6,9.4
2000-09-14,34.7,26.5,3,19.6,86,67,1005.8,100,22.7,29.9,33.5,14.4
2000-09-15,34.9,27.4,51,19.7,52,67,1005,98,23.2,30.4,33.9,16
2000-09-16,35.2,26.3,63,16.1,66,72,1005.6,97,23.9,29.9,34.5,11.7
2000-09-17,32.5,25.5,63,14,39,78,1006.8,92,24,28.5,33.4,10
2000-09-18,33,24.5,61,14.8,79,81,1006.4,100,24,27.9,32.8,10.5
2000-09-19,31.3,24.5,51,11.2,85,80,1005.9,100,23.6,27.6,32.6,7.2
2000-09-20,31.2,24.7,53,13,96,77,1006.1,100,23.3,27.9,32.5,8.6
2000-09-21,30.3,24.8,63,14,78,85,1007.4,100,24,26.8,31.9,7.8
2000-09-22,30.6,24.8,53,16,70,81,1008.3,100,23.6,27.3,32.1,8.7
2000-09-23,30.2,24.6,53,14.3,78,84,1008.6,100,24.2,27.3,32.3,9.2
2000-09-24,29.5,24.9,55,12.5,76,84,1008.7,100,23.9,27,32,7.7
2000-09-25,29.7,25,61,11.5,90,86,1008.4,100,24,26.6,31.6,7.6
2000-09-26,30.2,24.1,61,13.9,84,84,1008.7,100,23.8,26.8,31.9,6.9
2000-09-27,29.7,24.8,61,16.2,98,83,1008.9,100,23.8,26.9,31.4,10.6
2000-09-28,31.4,24.8,61,13.2,61,81,1008.4,100,23.8,27.6,32.1,10.5
2000-09-29,32.1,24.8,63,14.5,87,82,1008,99,24.5,28,33.4,8.5
2000-09-30,31,24.4,65,14.1,92,85,1007.5,100,23.8,26.6,31.4,9.6
2000-10-01,30.9,24.1,61,14.3,58,82,1008.1,98,23.4,26.9,31.4,9.7
2000-10-02,30.4,24.1,61,13.5,52,82,1008.6,99,23.3,26.8,31.4,8.5
2000-10-03,30.2,24.4,55,12.2,89,80,1008.5,100,23.3,27.1,31.6,8
2000-10-04,30.8,25,51,10.2,96,81,1007.9,100,23.8,27.6,32.6,7.3
2000-10-05,29,24.1,63,13.7,98,87,1008.6,100,23.9,26.3,31.7,4.5
2000-10-06,30.5,24,63,14.6,90,84,1009,100,23.5,26.7,31.3,9.5
2000-10-07,30,24.3,61,13.7,80,86,1009,100,23.8,26.4,31.4,7.2
2000-10-08,29.3,24.1,61,10.1,83,87,1008.1,99,23.9,26.4,31.5,6.9
2000-10-09,30,24.2,63,14.8,87,85,1006.8,100,23.6,26.5,31.1,9.7
2000-10-10,31.3,24,61,13.4,83,83,1007.5,100,23.9,27.2,32.2,8.7
2000-10-11,31.4,24.7,61,14.4,60,80,1008.6,99,23.7,27.7,32.3,9.9
2000-10-12,32,25.1,61,12.5,52,80,1008.3,86,23.9,27.9,33.1,8.3
2000-10-13,31.7,24.9,55,14,81,81,1006.7,100,24,27.8,32.5,10.2
2000-10-14,33,25.7,3,15.1,86,73,1006,100,23.2,28.8,33.2,10.6
2000-10-15,33.2,24.8,3,17.5,89,73,1006.4,100,22.9,28.6,32.7,11.2
2000-10-16,31.6,25.3,3,23.2,100,65,1006.2,100,20,27.5,29.3,14.6
2000-10-17,29.7,25.8,3,19.6,100,60,1004.8,100,19.1,27.6,28.9,14.3
2000-10-18,30.7,24.4,61,20.8,86,67,1004.1,100,20.2,27.1,29.3,13.3
2000-10-19,30.2,23.4,61,15.4,90,81,1005.4,100,22.4,26.1,29.8,10.1
2000-10-20,29.5,24.8,61,9.2,95,84,1007.3,100,23.5,26.4,31.4,6
2000-10-21,29.1,24.6,63,7.9,91,88,1008.5,100,24.3,26.6,32.4,4.1
2000-10-22,30.3,24,61,9.3,64,85,1008.1,99,23.9,26.8,32.1,5.5
2000-10-23,30.9,24,3,13.5,24,81,1007.9,90,23.2,27,31.7,8.7
2000-10-24,30.7,22.5,3,10.5,30,80,1009.3,100,21.8,26,30.2,7.1
2000-10-25,32,20.1,3,10,27,76,1009.9,100,20.2,25.5,29,6.5
2000-10-26,32,20.1,3,9.8,83,69,1008.9,100,18.9,25.9,28.5,7.8
