time,temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),wind_speed_10m_max (km/h),cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),cloud_cover_max (%),dew_point_2m_mean (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),wind_speed_10m_mean (km/h)
2000-10-27,32.4,22.2,3,11.2,82,67,1008.4,100,19.8,27,29.9,8.1
2000-10-28,32.8,23,3,11.4,35,68,1009.8,91,20.1,27.4,30.5,8.4
2000-10-29,32.8,22.4,3,10.3,32,71,1010.3,99,20.7,27.3,30.8,8.1
2000-10-30,31.8,22.1,3,12.8,61,74,1010.2,100,20.8,26.5,30,8
2000-10-31,31,23.4,2,10.1,30,72,1009.4,79,21.4,27.1,31,6.3
2000-11-01,29.2,22.5,51,15.2,28,82,1009.8,69,22.4,25.8,29.9,8.2
2000-11-02,28,23.6,55,14.8,45,84,1010.4,86,22.8,25.6,29.6,9.9
2000-11-03,29.2,23.8,51,21.4,30,83,1011.7,62,23.1,26.3,30,13.4
2000-11-04,29.2,24.8,53,17.1,38,85,1013.3,79,23.6,26.4,30.7,11.5
2000-11-05,30.2,24.2,51,13.8,32,77,1011.7,91,22.4,27,30.7,10.6
2000-11-06,30.2,22.8,2,15,17,79,1009.9,57,22.1,26.4,30.1,10.3
2000-11-07,30.1,23.5,1,15.8,15,78,1010.5,34,22.3,26.6,30.3,10.9
2000-11-08,29.9,24.1,51,16.4,66,74,1011,99,21.5,26.7,29.6,12.7
2000-11-09,29,24,51,18.6,46,79,1010.8,97,22.3,26.3,29.4,14.5
2000-11-10,30.2,24.6,51,21.7,23,74,1011.4,42,21.7,27.1,29.8,15.3
2000-11-11,28.1,24,53,17.1,48,82,1012.3,98,22.8,26,29.5,12.8
2000-11-12,29,24.2,51,18,42,80,1011,66,22.3,26.2,29.4,12.8
2000-11-13,29,23.4,51,20.4,42,75,1009.1,83,20.9,25.9,28.2,14.3
2000-11-14,29.8,23.3,51,20.6,61,68,1010.3,94,19.5,26.2,27.9,15
2000-11-15,29,23.5,51,21.7,77,72,1011,100,20.4,26,27.9,15.3
2000-11-16,28.7,24.8,2,24.2,49,62,1011,71,18.5,26.5,27,18.2
2000-11-17,29.5,24.2,3,23.8,73,67,1010.6,100,19.8,26.6,27.8,18.3
2000-11-18,28.5,23.9,51,22.4,84,77,1010,100,21.3,25.9,27.9,17.2
2000-11-19,28.2,23.7,53,17.9,93,82,1010.2,100,22.4,25.8,28.9,14.3
2000-11-20,29.6,24.6,3,18,95,73,1009.9,100,21.2,26.7,29.3,13.9
2000-11-21,29.5,24.1,51,21.9,97,82,1009.4,100,23.1,26.5,29.9,15.1
2000-11-22,28.5,24.2,53,16.6,70,86,1011.1,94,23.4,25.9,29.7,13.4
2000-11-23,27.7,23.9,53,17.5,89,87,1013.3,100,23.3,25.6,29.4,13.4
2000-11-24,29.1,23.7,51,17.2,70,80,1013.4,96,22.2,26.2,29.5,12.5
2000-11-25,29.1,22.2,3,16,27,74,1012.3,99,20.1,25.3,27.6,12.3
2000-11-26,28.9,20.1,3,18.5,42,74,1012.5,100,19.2,24.6,26.4,12.5
2000-11-27,29,22,3,24.1,100,73,1011.1,100,20.1,25.5,26.9,17.9
2000-11-28,28.2,23.6,63,35.5,100,81,1007.7,100,21.4,25,25.7,27.1
2000-11-29,26.6,22.6,61,41.4,98,88,1005.8,100,22.4,24.6,25,33
2000-11-30,28.8,24.3,61,29.5,66,83,1009.8,100,23,26.1,29.2,16.6
2000-12-01,27.7,23,51,14,43,88,1011,79,23.1,25.3,29.8,7.3
2000-12-02,27.8,23.4,51,15.5,44,88,1012.5,87,23,25.1,29.1,10.5
2000-12-03,26.9,23.5,53,17.3,65,89,1013.4,87,22.8,24.8,28.1,14.2
2000-12-04,26.1,23.6,55,16.4,84,85,1013.1,100,22.3,25.1,28.2,13.7
2000-12-05,27.8,22.5,3,18.7,36,73,1012.7,97,20,25.3,27,15.3
2000-12-06,27.1,21.5,3,17.1,31,70,1013.4,83,17.9,24,25,13.6
2000-12-07,27.4,21.7,3,17.4,54,66,1013.6,94,17.2,24.2,24.9,14.2
2000-12-08,27.4,22.3,3,20.1,88,64,1013.3,100,17.1,24.6,24.9,15.5
2000-12-09,27.2,22,3,19.9,45,64,1012.8,100,16.8,24.2,24.6,15.3
2000-12-10,27.7,21.2,2,17.4,39,67,1013.7,76,17.3,24,24.8,13.4
2000-12-11,27.4,21,3,16.6,32,68,1014.4,85,17,23.6,24.4,12.7
2000-12-12,27.5,19.7,3,16.3,46,71,1014.1,92,17.3,23.2,24.2,12.2
2000-12-13,28.1,17.9,1,16.3,2,71,1013.2,20,16.8,23,24,11.5
2000-12-14,28,17.5,2,14.6,13,74,1012.9,62,17.7,22.9,24.6,8.8
2000-12-15,27.5,18.5,2,18.9,20,72,1013.7,58,17.5,23.3,24.2,13.4
2000-12-16,27.4,21.1,2,22.7,39,63,1014.8,65,16.6,24.2,24.2,16.6
2000-12-17,27.2,21.2,3,22.7,71,63,1014.6,100,16.5,24.3,24.1,17.9
2000-12-18,27.1,22.1,3,22.9,92,63,1013.4,100,16.5,24.3,24.2,16.7
2000-12-19,27.2,21.2,3,20.5,88,71,1012,100,18.2,23.9,24.8,15
2000-12-20,26.9,21.9,3,20.8,81,65,1012.7,100,17,24.2,24.4,15.4
2000-12-21,27.5,22.5,3,21.3,71,62,1013.2,98,16.7,24.7,24.7,16.1
2000-12-22,27.6,22.6,3,21.9,50,61,1013.1,86,16.6,24.7,24.6,17.4
2000-12-23,27.9,22.9,3,23.3,92,68,1012.2,100,18.4,24.7,25.4,17.1
2000-12-24,27.6,22.6,3,25.2,86,67,1012,100,18.1,24.7,25,19.1
2000-12-25,27.5,21.1,3,28,86,69,1011.6,100,18.1,24.2,24,22.4
2000-12-26,27.6,23.3,3,31.6,100,67,1011.2,100,18.4,25.2,24.4,26.3
2000-12-27,27.4,24.3,53,31.8,72,74,1011.4,100,20.2,25.2,25.4,25.8
2000-12-28,26.9,23.8,55,28,79,72,1011.6,98,19.6,25.1,25.4,23
2000-12-29,26.9,23.5,63,19.9,60,86,1011.6,99,22.1,24.7,27.2,16.7
2000-12-30,28,23.1,53,16.3,39,84,1011.6,71,22.2,25.1,28.3,12.8
2000-12-31,27.6,22.9,53,16.4,58,84,1011.5,96,21.7,24.8,27.9,11.4
2001-01-01,26.9,22.6,3,13.2,38,77,1010.7,85,20.4,24.7,27.5,9
2001-01-02,27.6,22.5,2,13.7,28,76,1011.4,79,20.2,24.8,27.4,9.4
2001-01-03,28,22,2,18.3,22,74,1012.5,72,19.6,24.7,26.6,12.7
2001-01-04,28,22.5,2,20.2,44,75,1012.8,73,20.1,25,26.7,15.1
2001-01-05,28,22.6,51,20.4,25,79,1013,45,20.8,24.8,27,15
2001-01-06,27.4,22.1,51,18.7,27,80,1013.5,83,20.4,24.3,26.4,14
2001-01-07,27.2,21.9,51,16.9,36,77,1012.6,75,19.5,24.1,26,12.9
2001-01-08,27.5,21.2,2,15.3,24,74,1011.6,71,18.7,23.9,25.6,11.9
2001-01-09,27.5,22,3,15.2,93,70,1012.3,100,19,24.8,26.5,11.7
2001-01-10,27.8,22.6,3,18.4,88,72,1012.6,100,19.4,25,26.8,12.6
2001-01-11,28.1,22,2,17.1,23,77,1012,50,20,24.6,26.8,12.2
2001-01-12,28.1,22.6,2,15.8,34,73,1012.4,57,19.8,25,27.1,11.9
2001-01-13,28,21.2,1,13,10,75,1013.2,36,19.1,24.2,26.4,10.1
2001-01-14,28.4,19.2,1,13.5,11,77,1013.1,36,18.7,23.5,25.5,10
2001-01-15,28.1,20.4,3,13.1,59,77,1014,97,19.4,24,26.4,8.7
2001-01-16,27.8,20,51,15.8,83,79,1014.2,100,19.6,23.8,26.3,9
2001-01-17,27.3,21.6,3,22.8,49,68,1014.4,87,17.9,24.4,25,16.7
2001-01-18,28,23.5,3,24,61,65,1014.1,100,18.2,25.3,25.9,17.5
2001-01-19,28.1,22,3,23.7,68,72,1013.6,99,19.1,24.6,25.7,17.8
2001-01-20,28,21.2,3,22.2,41,70,1013.2,96,18.2,24.4,25.2,16.5
2001-01-21,27.7,20.5,3,21.3,74,70,1011.9,100,17.9,24,25,14.6
2001-01-22,28.4,20.6,3,17.9,96,73,1010.5,100,18.8,24.3,25.8,13.3
2001-01-23,29.6,22,3,18.3,38,76,1010.3,93,20.5,25.4,27.9,12.2
2001-01-24,29.5,23.1,51,18.8,32,78,1010.6,73,21.4,25.7,28.5,13
2001-01-25,29.5,21.4,1,18.9,19,79,1011,47,21.1,25.3,28.2,11.8
2001-01-26,29,21.1,3,18.9,84,74,1011,100,19.5,24.8,26.9,11.5
2001-01-27,28,20.1,3,16.1,92,66,1011.9,100,16.8,24,24.9,11.2
2001-01-28,28.1,20.9,3,20.4,93,64,1012.2,100,16.5,24.1,24.6,13.7
2001-01-29,27.4,19.7,3,17.1,98,67,1012.3,100,16.8,23.7,24.3,12.1
2001-01-30,28.4,20.6,3,21.7,54,67,1012.1,98,17.5,24.2,25.1,13.5
2001-01-31,28.9,19.8,3,14.8,36,72,1010.5,94,18.7,24.3,26.3,11.1
2001-02-01,29.4,21,2,15.9,33,74,1010.2,67,19.5,24.8,27.2,9.6
2001-02-02,29.9,21.4,3,14.3,51,76,1010.1,100,20.3,25.2,28.2,7.5
2001-02-03,31,21.5,3,17.3,60,79,1009.5,100,21.3,25.7,29.1,9.2
2001-02-04,30.1,22.4,3,14.3,58,77,1009.9,98,20.9,25.5,28.6,9.7
2001-02-05,30.1,20.9,2,16.6,17,74,1010.9,57,19.4,24.8,27.4,9.1
2001-02-06,30.5,19.1,3,12.6,36,72,1011.2,100,18.2,24.2,26.7,6.8
2001-02-07,31.1,18.6,2,13.1,17,72,1011.2,54,18,24.4,26.7,7.3
2001-02-08,30.8,19.5,3,15.5,51,75,1011.6,100,18.8,24.4,27,8.1
2001-02-09,31.4,18.2,3,12.3,32,70,1011.9,95,17.4,24.5,26.6,7
2001-02-10,31.4,18,3,14.7,54,69,1011.1,100,17.2,24.3,26,8.5
2001-02-11,32,19.5,3,14,39,69,1010,93,17.8,25,26.8,10
2001-02-12,30.8,18.8,2,13.1,24,74,1011.2,70,18.9,24.4,26.9,8.8
2001-02-13,29.9,20.5,2,13,16,72,1012.2,67,18.7,24.7,27.3,7.1
2001-02-14,29.4,21,1,15.5,16,69,1011.9,47,18.1,24.7,26.4,10.9
2001-02-15,29.5,22.5,3,14.1,32,63,1012.4,81,17.4,25.2,26.9,9.3
2001-02-16,30.5,19.4,0,15.2,3,69,1012.9,18,18.8,25.4,27.7,8.6
2001-02-17,30.6,20.1,51,15.9,26,75,1012.9,69,20.6,25.6,28.7,8.6
2001-02-18,30.6,23.4,51,15.5,25,79,1012.5,53,22.5,26.7,30.6,10.1
2001-02-19,31.5,23.3,2,16.6,24,78,1012.4,56,22.3,26.9,30.8,9.2
2001-02-20,32,23.9,3,17.1,29,78,1011.9,95,22.1,26.8,30.5,10.6
2001-02-21,33.2,23.6,2,19.1,19,75,1010.1,73,21.7,27,30.1,14.2
2001-02-22,33.8,23.3,2,18.5,17,72,1009.8,74,20.6,27.2,29.7,14.3
2001-02-23,33,23.4,2,17.1,15,73,1010.9,74,21,26.9,30.2,10.9
2001-02-24,33,22.4,2,18.2,17,74,1010.8,74,20.9,26.6,29.7,11.6
2001-02-25,34.2,22.1,2,22,21,71,1008.7,59,20.5,27.1,29.3,16.5
2001-02-26,34.2,23.2,2,21.3,51,71,1008.8,74,21.1,27.8,30.1,17.5
2001-02-27,33.2,24.1,2,20.9,20,73,1010.8,63,21.8,27.5,30.3,16.2
2001-02-28,31.2,24.2,2,17.2,28,70,1013.1,71,20.6,27,29.4,14.3
2001-03-01,30.6,23.5,2,14.5,17,65,1013.9,58,19,26.5,28.6,10.9
2001-03-02,30.7,23,3,15.5,23,66,1014,90,19,26.1,28.3,10.5
2001-03-03,31,22.3,3,14.8,36,68,1014,82,19.8,26.5,29.1,9
2001-03-04,31.2,22.2,1,17.1,6,70,1013.5,25,20.5,26.6,29.8,9.3
2001-03-05,32.3,22,3,15.8,27,73,1012.2,80,20.9,26.7,30.1,9
2001-03-06,31.8,22.6,3,18.2,88,73,1012.2,99,21.3,26.9,30,12.3
2001-03-07,32.8,23.3,3,18.4,78,72,1012,96,21.2,27.2,30.4,11.3
2001-03-08,32.2,24.1,2,18.1,30,69,1011.1,54,20.7,27.4,30.2,12.8
2001-03-09,31.4,23.8,2,18,22,71,1011.1,52,21,27.2,29.9,13.4
2001-03-10,32.2,23.9,2,16.9,25,66,1011.6,56,20.1,27.4,30.3,10.3
2001-03-11,33.1,25.5,2,15.4,37,65,1011.8,72,20.5,28.2,31.1,10.2
2001-03-12,32.9,23.5,51,16.7,51,68,1011.1,79,20.8,27.7,30.8,10.6
2001-03-13,33.3,22.9,3,17.1,56,64,1010.6,88,19.6,27.6,30.4,9.3
2001-03-14,33.7,22.9,3,18.1,64,64,1010.7,96,19.7,27.9,30.4,11.3
2001-03-15,32.7,22.5,0,16.8,3,67,1012.2,16,20.1,27.3,30.3,10
2001-03-16,32.9,21.8,2,16.4,13,71,1010.9,72,20.6,27,30.1,10.3
2001-03-17,33.9,22.6,1,19.4,3,70,1009.3,20,20.8,27.5,30.2,13.3
2001-03-18,33,23.2,2,19.8,27,70,1009.7,78,21.1,27.6,30.5,13.5
2001-03-19,33,22.3,3,16.1,22,71,1010.7,85,21.2,27.5,30.8,10.9
2001-03-20,34.1,22.7,2,17.4,30,73,1009.5,78,21.8,27.8,31.3,11.9
2001-03-21,35.3,24,2,19.9,13,71,1007.3,74,21.6,28.5,31.5,14.8
2001-03-22,35.4,24.8,51,22.7,54,74,1006.2,92,23.2,29,32.7,16
2001-03-23,35.2,25.7,51,20.8,67,73,1006.6,93,23.5,29.4,33.2,16.5
2001-03-24,34.5,26.3,51,19.6,29,72,1006.9,70,23.5,29.4,33.3,15.2
2001-03-25,35,26.6,2,22.2,34,74,1006.4,67,24.4,29.9,34.2,16.3
2001-03-26,36.8,27.5,1,20.6,12,72,1005.1,32,24.7,30.9,35.1,18.3
2001-03-27,37,27.5,1,19.6,10,69,1004.6,33,24,31.2,35.3,16.8
2001-03-28,35.8,27.1,1,22.1,12,72,1005.8,29,24.6,30.5,34.9,17.3
2001-03-29,34.7,27.2,1,23.1,17,72,1006.2,33,24,30.1,33.7,19.5
2001-03-30,35.5,27.1,3,22.2,41,70,1006.9,100,23.7,30.2,33.9,18.3
2001-03-31,34.8,27,51,20.6,25,73,1008.7,61,23.9,29.8,33.6,18
2001-04-01,33.7,26.4,1,19.2,18,71,1009.1,48,23.2,29.3,33,15.2
2001-04-02,33.7,25.5,3,18.6,81,71,1008.2,99,22.8,29,32.6,14.7
2001-04-03,33.5,25.3,3,18.3,53,70,1009.2,99,22.4,28.7,32.4,11.9
2001-04-04,33.8,25.9,2,16.9,18,70,1010.1,50,22.6,29.1,33.1,11.5
2001-04-05,34.2,24.6,3,16.6,32,71,1009.7,97,22.6,29.1,33.4,9.1
2001-04-06,34.3,24.3,3,15.7,34,69,1009.9,89,21.6,28.7,32.7,8.7
2001-04-07,34.3,24,3,14,33,67,1010.7,99,21.2,28.7,32.5,8
2001-04-08,35.8,26.3,3,22.5,72,70,1008.7,99,23.5,30.1,34.2,13.7
2001-04-09,36,27,3,21,49,69,1007.7,98,23.6,30.6,34.5,15.5
2001-04-10,34.1,27,51,20.3,62,72,1009.4,100,23.9,29.9,33.7,16.7
2001-04-11,32.5,25.6,53,19,76,76,1010.3,99,23.8,28.5,32.7,12.8
2001-04-12,29,24.9,61,16.9,97,82,1009.9,100,23.6,26.9,31.1,11
2001-04-13,28.1,24.2,63,18.4,100,87,1010.2,100,23.4,25.7,29.6,13.1
2001-04-14,29.4,24.4,63,21.7,95,84,1011.8,100,23.7,26.7,30.4,15.5
2001-04-15,31.3,24.6,61,17.1,83,82,1012.4,100,24,27.3,31.8,12.3
2001-04-16,32,25.6,63,17.6,50,80,1010.9,100,24.3,28.1,32.9,12.4
2001-04-17,31.5,25.5,53,14,50,79,1009.7,99,24,28.2,32.9,11
2001-04-18,32.7,25.5,51,17.1,72,77,1009.1,95,23.8,28.5,32.8,13.3
2001-04-19,33.2,25.9,3,17.1,46,76,1008.9,95,23.8,28.8,33,13.8
2001-04-20,33.2,26,51,18.2,19,77,1007.4,52,24.4,29.1,33.9,12.8
2001-04-21,34.2,26.2,1,17.7,9,76,1006.4,27,24.6,29.6,34.6,13.2
2001-04-22,34.4,26.9,51,16.8,18,77,1006.7,43,24.8,29.7,34.9,12.7
2001-04-23,34,26.6,51,18.4,14,77,1007.3,57,24.5,29.4,34.6,11.8
2001-04-24,33.6,25.4,2,15.5,13,74,1008.5,50,23.3,28.8,33.4,10.2
2001-04-25,34.5,24.3,3,17,67,72,1007.9,98,22.4,28.6,32.6,11.6
2001-04-26,34.4,25.1,3,17.8,64,73,1007.3,100,23.1,29,32.9,13.7
2001-04-27,34.8,26.5,3,20.5,49,72,1007.2,100,23.8,29.9,34.2,14.5
2001-04-28,35.2,26.9,3,20.5,88,72,1005.7,100,24.1,30.2,34.2,17.4
2001-04-29,35.2,27.5,3,19.4,89,72,1005.6,100,24.4,30.4,34.7,16.9
2001-04-30,35.2,27.5,3,19.7,51,75,1006.8,100,25,30.4,35.3,14.5
2001-05-01,35.5,27.5,51,19.7,35,74,1006.9,82,25.1,30.6,35.5,15
2001-05-02,36.5,27.6,2,22.1,12,71,1005.3,50,24.5,31.1,35.4,17.6
2001-05-03,37.3,28,3,22.9,68,72,1004,98,25.4,31.6,36.3,18.8
2001-05-04,37.7,28.5,3,19.8,71,70,1005,100,25.3,32.1,37.3,14.9
2001-05-05,37.2,28.9,1,20.7,12,72,1005.9,37,26,32.1,37.3,17.6
2001-05-06,37.5,29.1,1,22.2,9,69,1005.3,32,25.2,32.2,36.9,17.4
2001-05-07,37.7,28.8,2,25.4,12,67,1005.5,51,24.7,32.2,36.4,18.3
2001-05-08,37.8,28.7,3,25.3,48,63,1004.7,94,23.7,32.1,35.9,17.3
2001-05-09,38.8,29.1,3,23.8,90,61,1003.9,100,23.5,32.8,36.3,18.8
2001-05-10,39.4,29.2,2,24.6,18,59,1004,69,23.2,33.2,37,16.4
2001-05-11,38.7,28.8,1,23.7,10,64,1004.2,35,24.3,32.7,37.1,16.5
2001-05-12,39.5,29.4,51,24.1,16,60,1003.6,47,23.8,33.2,36.8,19.2
2001-05-13,40.3,30.7,2,22.7,16,51,1002.5,76,21.4,33.9,36.5,17.7
2001-05-14,39,30,0,21.1,3,49,1003.3,8,20.8,33.5,36.5,13.2
2001-05-15,39.7,28.9,3,15.8,28,55,1003.9,80,21.9,33.4,37.1,12.2
2001-05-16,39,29,53,16.6,41,56,1004.7,95,22.6,33.4,37.6,10.8
2001-05-17,38.2,29.4,3,17.1,71,52,1006,100,21.4,33.1,36.2,13.3
2001-05-18,38.2,28.8,3,20.8,52,57,1005.7,96,22,32.6,36.1,13.7
2001-05-19,38.3,29.2,1,19.5,17,56,1005.2,43,21.9,32.7,36,14.9
2001-05-20,38.6,29.1,53,20.5,37,56,1004.8,72,22,32.9,36.2,14.4
2001-05-21,37.8,29.1,51,19.8,22,63,1004.6,51,23.7,32.5,37.1,12.4
2001-05-22,37.1,29.8,2,21.2,29,61,1005.1,59,23.5,32.4,36.7,13.3
2001-05-23,37.3,29.4,2,22.4,21,60,1004.8,66,23.2,32.5,36.2,16.4
2001-05-24,38.5,29.8,3,20.4,52,49,1003.5,99,21,33.6,35.9,17
2001-05-25,38.2,29.5,3,21.6,79,46,1002.5,100,20,33.5,35.3,17
2001-05-26,38.3,29.8,3,18,63,51,1003,100,21.1,33.2,36.2,13.6
2001-05-27,38.2,29.4,3,18.7,85,49,1004.3,100,20.3,33.1,35.6,12.9
2001-05-28,37.3,29.6,3,17.6,99,57,1004,100,21.9,32.4,35.6,13.4
2001-05-29,37.1,29.5,3,27.2,100,50,1004.2,100,20.4,32.3,34.4,15.1
2001-05-30,36.8,28,3,19.4,100,51,1003.3,100,20.2,32,34.1,13.8
2001-05-31,37.7,30.1,3,22.5,99,45,1002.9,100,19.4,33.3,34.9,15.4
2001-06-01,38.8,29.1,3,16.8,85,51,1002.3,100,21,33.1,35.9,13.7
2001-06-02,37,29.2,51,21.6,96,57,1003.8,100,22.3,32.6,36,13.1
2001-06-03,35,27.9,51,17.4,98,69,1005.3,100,23.7,30.3,34.9,9.6
2001-06-04,32,26.2,63,12.1,99,79,1004.2,100,24.4,28.7,34,7.5
2001-06-05,32.2,25.6,53,19.9,99,78,1003.3,100,23.8,28.3,32.3,13.7
2001-06-06,33.5,26.7,53,19.3,97,66,1001.7,100,22.5,29.7,33,13.5
2001-06-07,33,27,3,16.8,99,69,1001.7,100,23.1,29.6,33.7,11
2001-06-08,34,26.6,3,22.7,95,68,1001.4,100,23,30,33.6,14.1
2001-06-09,35.5,27.9,3,19.7,97,57,1002.1,100,21.1,31,33.7,14.4
2001-06-10,34.8,28.5,3,19.9,100,61,1002.3,100,22.2,31,34,15.4
2001-06-11,33.3,28.5,3,18.9,100,58,1002.5,100,21.3,30.7,32.9,15.7
2001-06-12,33.5,28.4,3,20.7,100,58,1003.6,100,21.1,30.5,32.4,16.9
2001-06-13,33.7,28.2,3,25.2,100,55,1004.8,100,20.7,30.8,31.9,21
2001-06-14,33.5,28,3,24.2,100,54,1004.6,100,20.2,30.6,31.6,20.8
2001-06-15,35.5,28.2,51,21,99,50,1004.8,100,19.4,31.2,32.5,17.1
2001-06-16,37,27.8,3,21.7,85,47,1004.6,100,19.1,32.1,33.2,17.7
2001-06-17,37.4,27.9,3,26.3,75,52,1003.9,100,20.2,31.8,33.4,19
2001-06-18,36.5,28,3,22.7,87,53,1004.5,100,20.4,31.6,33.3,18.2
2001-06-19,37,29.1,3,22.3,82,54,1005.2,100,21.1,32.3,34.5,17.9
2001-06-20,37.1,28.9,51,19,74,53,1005.1,100,20.9,32,34.5,14.5
2001-06-21,36.9,28.9,3,19.4,92,47,1004.8,100,19.5,32.6,34.3,14.6
2001-06-22,36.8,28.5,3,21.8,94,48,1003.4,100,19.7,32.5,34,16.5
2001-06-23,37.1,28.6,3,22,90,50,1002.3,100,20.2,32.4,34.2,17
2001-06-24,37.4,29,3,20.4,82,48,1002.9,100,19.9,32.8,34.7,15.1
2001-06-25,37.8,29.2,3,21.6,89,47,1003.4,100,19.9,32.9,34.6,15.9
2001-06-26,37.9,29.5,3,22.3,80,44,1002.9,100,19,33.3,34.8,15
2001-06-27,37.7,29.2,3,21.1,91,46,1003.6,100,19.4,32.9,34.5,16.3
2001-06-28,37.5,29,3,22.3,88,45,1003.8,100,19.2,32.9,34.2,16.9
2001-06-29,36.2,27.8,53,20.3,94,54,1004,100,20.6,31.5,33.8,14.5
2001-06-30,36.3,28.2,61,20.1,96,56,1004.8,100,21.1,31.2,33.9,13.8
2001-07-01,36.5,26.6,55,17.1,81,59,1005.9,99,21.4,31,34,13
2001-07-02,36.6,26.9,55,20.6,93,58,1005.3,100,21.1,30.9,33.5,14.5
2001-07-03,36.2,27,3,21.1,98,55,1003.5,100,20.8,31.4,33.7,15.6
2001-07-04,37,28.7,3,22.7,89,47,1002.3,100,19.1,32.2,33,19.3
2001-07-05,36,28.9,51,26,97,50,1001.8,100,19.8,31.8,32.4,21.9
2001-07-06,35.2,28.9,3,24.5,100,49,1002.2,100,19.5,31.6,32.7,17.7
2001-07-07,37.6,28.9,3,26,95,47,1001.9,100,19.4,32.2,33.2,18.5
2001-07-08,36.8,29,3,25.2,99,46,1000.7,100,19.2,32.5,32.9,21.2
2001-07-09,37.3,29.6,3,25.2,100,44,1001.7,100,18.6,32.8,33,20.7
2001-07-10,37.4,28.6,51,23.2,90,48,1004.2,100,19.3,32.2,33.3,17.6
2001-07-11,36.6,28.9,51,20.7,100,50,1004.9,100,19.8,31.8,33.4,15.5
2001-07-12,37,28.5,53,16.7,98,54,1006.2,100,20.5,31.2,34,11.1
2001-07-13,36.1,27.1,55,14.3,79,63,1007.3,99,21.7,30.3,33.9,9.6
2001-07-14,34.4,27.2,3,21.5,98,55,1007.9,100,20.2,30.7,32.6,14.5
2001-07-15,34.8,28,51,19.2,99,51,1007.7,100,19.8,31.2,33.1,13.8
2001-07-16,34.7,26.2,53,21.8,100,59,1007.4,100,20.6,29.8,31.9,14.7
2001-07-17,35,24.8,53,17.8,94,64,1007.1,100,20.9,29.2,31.3,16.2
2001-07-18,35.8,26.5,3,18.2,77,53,1005.1,100,19.7,30.8,32.8,13.7
2001-07-19,35.1,28,3,18.6,100,54,1004.4,100,20.4,31.1,33.4,13.8
2001-07-20,35,28.4,3,16.8,76,58,1004.6,100,21.3,31,34.1,12.6
2001-07-21,35.7,28.1,3,17.1,90,58,1003.8,100,21.1,31,34.1,11.8
2001-07-22,35.9,27.5,3,17.7,86,60,1003.8,100,21.6,30.9,34.2,12.4
2001-07-23,35.2,28.4,3,17,95,59,1004,100,21.6,31.1,34.4,12.5
2001-07-24,35.2,26.4,63,15,98,67,1004.7,100,22.9,30.1,34.2,11.1
2001-07-25,33.8,25.6,63,23.3,78,74,1004.9,100,23.8,29.2,33.8,11.6
2001-07-26,32.7,25.4,63,20.8,57,78,1005.7,100,23.8,28.4,32.8,12.4
2001-07-27,33.1,25.6,51,15.9,86,75,1004.9,100,23.7,29,33.4,11.7
2001-07-28,32.7,26.1,61,19.9,53,72,1004.9,89,23.4,29.1,33.4,11.1
2001-07-29,32.5,25.5,3,18.2,61,73,1006,99,23.4,29,33.5,10.5
2001-07-30,33.8,26.8,55,14.2,67,69,1006,100,22.7,29.3,33.2,11.4
2001-07-31,32.2,25.6,61,17.9,87,74,1006.4,100,23.6,28.8,33.2,10.3
2001-08-01,32.2,25.7,63,18.1,98,80,1005.8,100,23.7,27.7,31.9,12.7
2001-08-02,31.9,25,63,16.9,99,80,1003.7,100,23.5,27.5,31.4,13.8
2001-08-03,29.3,24.6,63,18.4,100,83,1003.1,100,23.2,26.4,30.1,12.9
2001-08-04,32.7,25.8,51,21.4,100,71,1005.5,100,22.4,28.3,31.6,12.8
2001-08-05,32.8,26.1,3,19.4,100,66,1006.2,100,21.9,29.1,32.2,12.7
2001-08-06,33.7,26.5,3,17.5,92,61,1004.9,100,21,29.6,32,14.9
2001-08-07,32.7,26.6,51,18.4,89,66,1004.5,99,21.9,29.1,32.4,13
2001-08-08,32.8,26.9,53,18.2,72,72,1005.2,100,23.4,29.2,33.2,13.4
2001-08-09,33.5,26.4,51,16.4,90,70,1006.5,100,23.1,29.6,33.7,11.3
2001-08-10,32.4,27.4,53,17.9,99,70,1005.6,100,23.3,29.6,33.4,12.4
2001-08-11,32.1,27.4,3,18.4,96,72,1005.4,100,23.8,29.5,33.7,13.1
2001-08-12,33.3,27.5,3,18.8,90,69,1005.6,100,23.1,29.8,33.8,12.5
2001-08-13,32.9,27,3,20,100,68,1006.1,100,22.8,29.6,33.3,12.3
2001-08-14,32.8,26,51,19.1,100,72,1007.4,100,23,28.9,32.5,13.3
2001-08-15,34.9,27.1,51,18.2,87,64,1008.2,100,22.2,30.1,33.2,14.6
2001-08-16,35.4,27,3,18.2,98,60,1006.9,100,21.6,30.5,33.3,15.3
2001-08-17,33.5,27.5,3,21.6,96,56,1006.5,100,20.6,30.6,32.4,16.3
2001-08-18,34.1,27.9,51,20.5,98,56,1005.9,100,20.6,30.4,32.3,16.4
2001-08-19,33.5,27.6,3,24.1,99,57,1005.7,100,20.2,29.8,31,19.2
2001-08-20,35.1,26.6,3,21.2,68,53,1005.7,99,19.4,30.4,31.8,16.6
2001-08-21,35.4,26.8,51,18.6,38,59,1005.9,84,21,30.4,33.2,13.2
